recovery_case_id,service_ticket_id,pms_reservation_id,crm_guest_id,reservation_match_confidence,reservation_match_method,crm_match_confidence,crm_match_method,comp_match_confidence,comp_match_method,guest_tier,traveler_segment,nightly_rate,stay_value,estimated_lifetime_value,guest_value_score,repeat_comp_review_risk,arrival_date,service_date,booking_channel_proxy,room_type_mismatch,room_move_count,special_requests_count,failure_category,issue_code_raw,failure_type,severity,severity_inferred_flag,hotel_responsibility_score,reported_in_stay,resolution_delay_minutes,complaint_sentiment_intensity,review_risk_score,post_stay_score,actual_comp_codes_normalized,actual_comp_labels_raw,actual_comp_face_value,actual_comp_internal_cost,total_onsite_spend,f_and_b_spend,spa_wellness_spend,parking_spend,occupancy_pressure,housekeeping_pressure,front_desk_queue_pressure,food_beverage_capacity_pressure,spa_capacity_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,has_beachfront_or_ocean_context,property_context_confidence,rooftop_f_and_b_fit_modifier,spa_wellness_fit_modifier,lobby_lounge_fit_modifier,parking_fee_fit_modifier,late_checkout_fit_modifier,room_upgrade_fit_modifier,brand_experience_weight,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,target_public_rate,comp_set_median_rate,market_median_rate,proper_vs_comp_set_index,public_rate_pressure_index,high_demand_rate_flag,upgrade_opportunity_cost_proxy,refund_cost_pressure,pricing_quote_count,rate_context_confidence,pricing_provenance,data_quality_flags
case_00240,TKT000240,PMS001519,CRM001519,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,coastal_weekend,500,500,830,0.133,0.2,2026-10-25,2026-10-25,travel_advisor,true,0,0,billing_or_fee_dispute,folio issue,process,3,false,0.55,false,5,0.6,0.473,0,parking_fee_waiver,Parking waiver,70,13,1005,720,285,0,0.469,0.505,0.335,0.318,0.195,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.48,0.101,0.427,false,0.32,sample_seed_local_demand_context,785,785,785,1.0,0.652,false,175,1.134,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00241,TKT000241,PMS000200,CRM000200,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,510,2040,3820,0.234,0.2,2026-11-04,2026-11-06,direct,false,0,0,maintenance_issue,room equipment,outcome,5,false,0.83,true,5,1.0,0.649,4.3,partial_room_refund,Refund,360,360,130,130,0,0,0.328,0.325,0.307,0.201,0.208,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.48,0.09,0.41,false,0.32,sample_seed_local_demand_context,695,710,702,0.979,0.296,false,101,0.985,6,0.92,sample_seed_public_rate_shape,
case_00242,TKT000242,PMS000191,CRM000191,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,720,4320,6390,0.364,0.2,2026-02-22,2026-02-23,travel_advisor,false,0,0,spa_wellness_service_issue,wellness service,process,3,true,0.74,true,5,0.6,0.49,0,partial_room_refund,Rate credit,435,435,0,0,0,0,0.463,0.401,0.209,0.263,0.278,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.22,0.042,0.204,false,0.32,sample_seed_local_demand_context,690,605,642,1.14,0.277,false,97,1.011,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey
case_00243,TKT000243,PMS000972,CRM000972,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,coastal_weekend,800,2400,9430,0.398,0.2,2026-05-11,2026-05-12,ota,false,0,0,room_readiness_delay,checkin wait,outcome,4,false,0.93,true,5,0.712,0.575,5.4,rooftop_f_and_b_credit,Restaurant credit,125,50,765,440,325,0,0.648,0.574,0.485,0.465,0.627,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.038,0.193,false,0.32,sample_seed_local_demand_context,765,710,738,1.077,0.573,false,158,1.12,6,0.92,sample_seed_public_rate_shape,
case_00244,TKT000244,PMS000554,CRM000554,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,business_traveler,580,2320,4680,0.363,0,2026-10-25,2026-10-27,corporate,false,0,1,rooftop_pool_access_issue,cabana issue,process,5,false,0.69,false,5,1.0,0.686,0,partial_room_refund,Refund,490,490,0,0,0,0,0.583,0.49,0.467,0.393,0.415,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.141,0.224,false,0.32,sample_seed_local_demand_context,655,650,652,1.008,0.138,false,72,0.92,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00245,TKT000245,PMS000245,CRM000245,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,wellness_getaway,650,1300,1820,0.195,0,2026-11-03,2026-11-03,direct,false,0,1,room_readiness_delay,arrival delay,outcome,3,false,0.88,true,5,0.6,0.518,0,,,0,0,0,0,0,0,0.32,0.319,0.122,0.171,0.258,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.044,0.219,false,0.32,sample_seed_local_demand_context,645,630,638,1.024,0.099,false,66,0.908,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00246,TKT000246,PMS001410,CRM001410,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,coastal_weekend,510,510,1100,0.136,0,2026-11-04,2026-11-04,group_or_event,true,1,0,room_assignment_expectation_gap,upgrade expectation,outcome,5,false,0.79,true,5,1.0,0.709,0,,,0,0,0,0,0,0,0.558,0.584,0.516,0.447,0.327,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.131,0.273,false,0.32,sample_seed_local_demand_context,640,640,640,1.0,0.079,false,62,0.893,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00247,TKT000247,PMS000547,CRM000547,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,new_guest,business_traveler,480,960,1460,0.192,0,2026-11-18,2026-11-19,ota,true,0,2,housekeeping_miss,linen/turndown,outcome,3,false,0.9,true,5,0.6,0.513,0,,,0,0,70,70,0,0,0.32,0.392,0.291,0.23,0.123,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.077,0.206,false,0.32,sample_seed_local_demand_context,795,740,765,1.074,0.692,false,185,1.169,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00248,TKT000248,PMS001452,CRM001452,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,business_traveler,670,1340,4220,0.313,0,2026-04-10,2026-04-11,travel_advisor,false,0,1,maintenance_issue,facilities issue,outcome,2,false,0.78,false,27,0.328,0.473,6.5,,,0,0,245,0,245,0,0.712,0.736,0.534,0.746,0.407,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.48,0.139,0.436,false,0.32,sample_seed_local_demand_context,670,720,695,0.931,0.198,false,83,0.943,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00249,TKT000249,PMS000772,CRM000772,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,coastal_weekend,710,710,2860,0.255,0,2026-01-15,2026-01-15,direct,false,0,0,maintenance_issue,engineering,outcome,1,false,0.78,true,5,0.2,0.297,0,,,0,0,155,0,0,155,0.603,0.711,0.491,0.597,0.369,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.159,0.265,false,0.32,sample_seed_local_demand_context,800,765,765,1.046,0.711,false,189,1.17,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00250,TKT000250,PMS000159,CRM000159,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,vip_guest,coastal_weekend,1110,5550,41950,0.869,0.2,2026-08-04,2026-08-08,corporate,false,0,2,spa_wellness_service_issue,wellness service,process,4,false,0.79,true,5,0.902,0.491,6.1,partial_room_refund,Room rate adjustment,430,430,350,205,0,145,0.9,0.945,0.618,0.875,0.728,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.7,0.103,0.592,false,0.32,sample_seed_local_demand_context,895,890,892,1.006,1.0,true,268,1.282,6,0.92,sample_seed_public_rate_shape,
case_00251,TKT000251,PMS001142,CRM001142,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,event_or_wedding,790,2370,6670,0.433,0,2026-04-13,2026-04-13,ota,true,0,4,spa_wellness_service_issue,wellness service,process,2,false,0.74,true,5,0.282,0.419,7.0,,,0,0,740,390,300,50,0.698,0.777,0.55,0.595,0.349,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.22,0.026,0.243,false,0.32,sample_seed_local_demand_context,635,565,580,1.124,0.059,false,59,0.916,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00252,TKT000252,PMS000605,CRM000605,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,business_traveler,570,570,970,0.137,0,2026-02-04,2026-02-04,ota,true,0,0,f_and_b_service_lapse,order problem,process,2,false,0.7,false,5,0.4,0.375,0,,,0,0,180,180,0,0,0.774,0.842,0.374,0.55,0.442,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.142,0.293,false,0.32,sample_seed_local_demand_context,530,625,615,0.848,0.0,false,42,0.86,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00253,TKT000253,PMS000844,CRM000844,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,event_or_wedding,740,2220,13050,0.534,0.2,2026-09-02,2026-09-03,direct,false,0,1,billing_or_fee_dispute,billing,process,5,false,0.6,false,5,0.989,0.586,4.7,partial_room_refund,Room rate adjustment,410,410,830,830,0,0,0.688,0.603,0.506,0.657,0.693,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.22,0.073,0.276,false,0.32,sample_seed_local_demand_context,725,765,745,0.948,0.415,false,124,1.034,6,0.92,sample_seed_public_rate_shape,
case_00254,TKT000254,PMS001449,CRM001449,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,550,2200,4200,0.245,0.2,2026-12-29,2026-12-31,ota,false,0,0,valet_or_parking_delay,valet wait,process,3,false,0.62,true,5,0.924,0.474,5.9,parking_fee_waiver,Parking waiver,65,12,260,80,180,0,0.479,0.433,0.183,0.173,0.372,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.78,0.65,0.706,true,0.32,sample_seed_local_demand_context,870,870,870,1.0,0.988,true,259,1.275,6,0.92,sample_seed_public_rate_shape,
case_00255,TKT000255,PMS000606,CRM000606,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,event_or_wedding,720,2160,13980,0.525,0.2,2026-01-13,2026-01-14,ota,false,0,0,room_assignment_expectation_gap,room type mismatch,outcome,4,false,0.79,true,95,0.8,0.605,0,partial_room_refund,Rate credit,460,460,370,325,0,45,0.32,0.319,0.144,0.15,0.192,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.494,0.377,false,0.32,sample_seed_local_demand_context,710,705,708,1.007,0.356,false,112,1.011,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00256,TKT000256,PMS000208,CRM000208,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,coastal_weekend,510,1530,2754,0.199,0.2,2026-12-26,2026-12-26,direct,false,0,0,room_assignment_expectation_gap,view issue,outcome,4,false,0.79,true,57,0.8,0.605,0,lobby_lounge_credit,Lobby F&B,135,51,630,630,0,0,0.628,0.477,0.363,0.47,0.267,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.78,0.174,0.649,false,0.32,sample_seed_local_demand_context,810,910,875,0.89,0.751,true,199,1.175,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_review_or_survey
case_00257,TKT000257,PMS000510,CRM000510,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,coastal_weekend,600,1800,3490,0.251,0,2026-06-01,2026-06-01,corporate,false,0,2,maintenance_issue,engineering,outcome,4,false,0.83,true,5,0.8,0.608,0,spa_wellness_credit,Wellness credit,300,165,0,0,0,0,0.622,0.68,0.284,0.487,0.63,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.031,0.179,false,0.32,sample_seed_local_demand_context,760,720,740,1.056,0.553,false,153,1.106,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00258,TKT000258,PMS000612,CRM000612,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,vip_guest,local_staycation,750,1500,11370,0.56,0.4,2026-07-20,2026-07-20,ota,false,1,0,f_and_b_service_lapse,restaurant issue,process,2,true,0.7,true,5,0.4,0.375,0,room_upgrade,Suite upgrade,395,99,0,0,0,0,0.783,0.864,0.687,0.517,0.712,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.071,0.229,false,0.32,sample_seed_local_demand_context,695,690,692,1.007,0.296,false,101,0.986,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey
case_00259,TKT000259,PMS000643,CRM000643,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,design_leisure,810,2430,3790,0.267,0.2,2026-12-19,2026-12-20,ota,false,0,1,f_and_b_service_lapse,restaurant issue,process,2,false,0.7,false,5,0.4,0.375,0,late_checkout,4pm checkout,70,14,180,180,0,0,0.666,0.632,0.386,0.448,0.278,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.128,0.462,false,0.32,sample_seed_local_demand_context,725,755,740,0.96,0.415,false,124,1.034,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00260,TKT000260,PMS000261,CRM000261,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,business_traveler,590,2950,10440,0.434,0,2026-04-06,2026-04-08,direct,false,0,0,rooftop_pool_access_issue,cabana issue,process,1,false,0.64,true,5,0.2,0.272,0,,,0,0,0,0,0,0,0.325,0.441,0.225,0.033,0.303,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.045,0.277,false,0.32,sample_seed_local_demand_context,625,690,658,0.906,0.02,false,53,0.868,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00261,TKT000261,PMS001234,CRM001234,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,new_guest,coastal_weekend,860,4300,7740,0.393,0,2026-08-26,2026-08-28,group_or_event,false,0,1,f_and_b_service_lapse,fb service,process,2,false,0.7,true,7,0.271,0.384,7.3,,,0,0,205,160,45,0,0.786,0.807,0.576,0.751,0.76,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.7,0.137,0.604,false,0.32,sample_seed_local_demand_context,900,815,840,1.104,1.0,true,270,1.306,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_comp_record
case_00262,TKT000262,PMS000249,CRM000249,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,vip_guest,family_beach_trip,970,1940,17320,0.656,0.2,2026-10-01,2026-10-01,corporate,false,0,1,valet_or_parking_delay,valet wait,process,2,false,0.62,true,5,0.473,0.347,7.3,parking_fee_waiver,Destination fee waive,115,21,70,70,0,0,0.585,0.679,0.373,0.44,0.187,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.099,0.213,false,0.32,sample_seed_local_demand_context,595,640,620,0.93,0.0,false,48,0.86,6,0.92,sample_seed_public_rate_shape,
case_00263,TKT000263,PMS000187,CRM000187,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,event_or_wedding,620,4340,11720,0.527,0,2026-02-26,2026-02-26,direct,false,0,1,noise_disruption,sleep disruption,process,2,false,0.48,true,5,0.502,0.382,7.4,,,0,0,0,0,0,0,0.32,0.32,0.335,0.163,0.142,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.025,0.229,false,0.32,sample_seed_local_demand_context,655,615,632,1.065,0.138,false,72,0.934,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00264,TKT000264,PMS000805,CRM000805,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,coastal_weekend,590,4130,8060,0.372,0.2,2026-08-18,2026-08-19,direct,true,1,0,room_readiness_delay,room_not_ready,outcome,4,false,0.93,true,5,0.8,0.622,0,spa_wellness_credit,Spa credit,305,168,440,60,380,0,0.99,1.0,0.881,0.761,0.67,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.026,0.211,false,0.32,sample_seed_local_demand_context,775,780,778,0.994,0.613,false,166,1.117,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00265,TKT000265,PMS001211,CRM001211,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,vip_guest,business_traveler,860,860,5260,0.469,0.2,2026-11-11,2026-11-11,group_or_event,false,0,0,billing_or_fee_dispute,charge question,process,4,false,0.6,false,5,0.79,0.586,4.7,spa_wellness_credit,Surya-style credit,230,127,465,105,325,0,0.456,0.437,0.467,0.184,0.347,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.22,0.039,0.262,false,0.32,sample_seed_local_demand_context,590,650,645,0.908,0.0,false,47,0.86,6,0.92,sample_seed_public_rate_shape,
case_00266,TKT000266,PMS000820,CRM000820,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,600,600,760,0.136,0.2,2026-10-10,2026-10-10,direct,false,0,0,valet_or_parking_delay,car delay,process,1,false,0.62,true,5,0.163,0.247,8.4,late_checkout,Extended departure,85,17,220,110,110,0,0.347,0.346,0.113,0.361,0.253,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.48,0.041,0.369,false,0.32,sample_seed_local_demand_context,690,720,718,0.958,0.277,false,97,0.976,6,0.92,sample_seed_public_rate_shape,
case_00267,TKT000267,PMS000511,CRM000511,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,business_traveler,780,3900,7020,0.399,0,2026-01-26,2026-01-30,direct,false,0,3,billing_or_fee_dispute,billing,process,4,false,0.6,false,5,0.8,0.577,0,,,0,0,0,0,0,0,0.593,0.551,0.436,0.32,0.455,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.48,0.021,0.442,false,0.32,sample_seed_local_demand_context,755,690,720,1.094,0.534,false,149,1.108,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_review_or_survey;no_comp_record
case_00268,TKT000268,PMS000442,CRM000442,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,design_leisure,1050,4200,11910,0.506,0.2,2026-06-01,2026-06-03,ota,false,0,0,spa_wellness_service_issue,treatment delay,process,3,false,0.74,true,5,0.6,0.49,0,lobby_lounge_credit,Lounge credit,100,38,545,545,0,0,0.688,0.68,0.522,0.269,0.727,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.22,0.038,0.199,false,0.32,sample_seed_local_demand_context,890,790,840,1.127,1.0,true,267,1.312,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00269,TKT000269,PMS001152,CRM001152,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,business_traveler,670,3350,7150,0.435,0,2026-07-04,2026-07-07,ota,false,0,1,noise_disruption,sleep disruption,process,2,false,0.48,false,5,0.389,0.31,8.3,room_upgrade,Suite upgrade,260,65,350,310,0,0,0.945,0.959,0.968,0.823,0.666,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.266,0.282,false,0.32,sample_seed_local_demand_context,775,740,745,1.047,0.613,false,166,1.129,6,0.92,sample_seed_public_rate_shape,
case_00270,TKT000270,PMS001366,CRM001366,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,wellness_getaway,770,3080,18640,0.614,0,2026-05-31,2026-06-03,direct,false,0,0,maintenance_issue,maintenance,outcome,3,false,0.78,true,5,0.644,0.449,6.8,,,0,0,0,0,0,0,0.688,0.68,0.522,0.269,0.727,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.038,0.199,false,0.32,sample_seed_local_demand_context,890,790,840,1.127,1.0,true,267,1.312,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00271,TKT000271,PMS000412,CRM000412,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,event_or_wedding,590,590,790,0.136,0.2,2026-11-06,2026-11-06,corporate,false,0,0,housekeeping_miss,hk miss,outcome,4,false,0.95,true,5,0.8,0.616,0,rooftop_f_and_b_credit,Food Credit,200,80,220,45,0,175,0.328,0.325,0.307,0.201,0.208,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.48,0.09,0.41,false,0.32,sample_seed_local_demand_context,695,710,702,0.979,0.296,false,101,0.985,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
