audit_id,recovery_case_id,service_ticket_id,pms_reservation_id,audit_class,audit_flags,recommended_action,guest_tier,traveler_segment,failure_category,severity,recovery_need_score,review_risk_score,stay_value,estimated_lifetime_value,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,rate_context_confidence,pricing_provenance,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,recommended_comp_code,recommended_comp_label,recommended_comp_value,recommended_internal_cost,recommended_internal_cost_low,recommended_internal_cost_high,recommended_minus_actual_value,internal_cost_delta,manager_review_flag,decision_confidence,recommendation_stability,policy_id,policy_version,reservation_match_confidence,crm_match_confidence,data_quality_flags,recommendation_reason_codes
audit_00255,case_00255,TKT000255,PMS000606,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,event_or_wedding,room_assignment_expectation_gap,4,71.25,0.605,2160,13980,0.356,false,710,705,0.92,sample_seed_public_rate_shape,partial_room_refund,460,460,room_upgrade,room upgrade,360,90,29,234,-100,-370,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00256,case_00256,TKT000256,PMS000208,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,room_assignment_expectation_gap,4,66.65,0.605,1530,2754,0.751,true,810,910,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,135,51,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,45,21,false,moderate,0.926,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00257,case_00257,TKT000257,PMS000510,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,maintenance_issue,4,65.06,0.608,1800,3490,0.553,false,760,720,0.92,sample_seed_public_rate_shape,spa_wellness_credit,300,165,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,30,17,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00258,case_00258,TKT000258,PMS000612,over_comped,severity_inferred,Review downward variance between the matched synthetic action and context-engine recommendation.,vip_guest,local_staycation,f_and_b_service_lapse,2,47.4,0.375,1500,11370,0.296,false,695,690,0.92,sample_seed_public_rate_shape,room_upgrade,395,99,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,-245,-39,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00259,case_00259,TKT000259,PMS000643,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,f_and_b_service_lapse,2,46.14,0.375,2430,3790,0.415,false,725,755,0.92,sample_seed_public_rate_shape,late_checkout,70,14,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,80,46,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00260,case_00260,TKT000260,PMS000261,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,business_traveler,rooftop_pool_access_issue,1,36.11,0.272,2950,10440,0.02,false,625,690,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00261,case_00261,TKT000261,PMS001234,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,f_and_b_service_lapse,2,44.9,0.384,4300,7740,1.0,true,900,815,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,ltv_imputed;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00262,case_00262,TKT000262,PMS000249,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,vip_guest,family_beach_trip,valet_or_parking_delay,2,47.05,0.347,1940,17320,0.0,false,595,640,0.92,sample_seed_public_rate_shape,parking_fee_waiver,115,21,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,-30,-6,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00263,case_00263,TKT000263,PMS000187,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,event_or_wedding,noise_disruption,2,44.38,0.382,4340,11720,0.138,false,655,615,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00264,case_00264,TKT000264,PMS000805,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,room_readiness_delay,4,68.74,0.622,4130,8060,0.613,false,775,780,0.92,sample_seed_public_rate_shape,spa_wellness_credit,305,168,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-125,-96,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;operational_pressure_changed_recovery
audit_00265,case_00265,TKT000265,PMS001211,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,vip_guest,business_traveler,billing_or_fee_dispute,4,64.71,0.586,860,5260,0.0,false,590,650,0.92,sample_seed_public_rate_shape,spa_wellness_credit,230,127,future_stay_credit,future-stay credit,300,180,90,255,70,53,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;high_severity_issue
audit_00266,case_00266,TKT000266,PMS000820,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,wellness_getaway,valet_or_parking_delay,1,31.13,0.247,600,760,0.277,false,690,720,0.92,sample_seed_public_rate_shape,late_checkout,85,17,parking_fee_waiver,parking or destination-fee waiver,75,14,6,26,-10,-3,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00267,case_00267,TKT000267,PMS000511,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,business_traveler,billing_or_fee_dispute,4,63.8,0.577,3900,7020,0.534,false,755,690,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,275,165,82,234,275,165,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey;no_comp_record,high_severity_issue
audit_00268,case_00268,TKT000268,PMS000442,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,returning_guest,design_leisure,spa_wellness_service_issue,3,57.02,0.49,4200,11910,1.0,true,890,790,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,100,38,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,175,113,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00269,case_00269,TKT000269,PMS001152,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,business_traveler,noise_disruption,2,43.47,0.31,3350,7150,0.613,false,775,740,0.92,sample_seed_public_rate_shape,room_upgrade,260,65,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,15,86,false,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_perceived_value_lower_estimated_cost
audit_00270,case_00270,TKT000270,PMS001366,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,wellness_getaway,maintenance_issue,3,59.13,0.449,3080,18640,1.0,true,890,790,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,330,182,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00271,case_00271,TKT000271,PMS000412,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,event_or_wedding,housekeeping_miss,4,66.07,0.616,590,790,0.296,false,695,710,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,200,80,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-20,-8,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00272,case_00272,TKT000272,PMS001506,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,vip_guest,local_staycation,f_and_b_service_lapse,2,45.38,0.352,1040,5370,1.0,true,1025,960,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00273,case_00273,TKT000273,PMS001564,data_quality_hold,no_historical_comp_record;manager_review_model_flag;high_review_risk;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,housekeeping_miss,5,78.46,0.72,1680,3160,0.534,false,755,765,0.92,sample_seed_public_rate_shape,,0,0,partial_room_refund,partial room refund,190,190,190,190,190,190,true,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;high_review_risk;manager_review_required
audit_00274,case_00274,TKT000274,PMS000954,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,wellness_getaway,f_and_b_service_lapse,1,43.01,0.432,1710,3620,0.375,false,715,700,0.92,sample_seed_public_rate_shape,parking_fee_waiver,105,19,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,45,41,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00275,case_00275,TKT000275,PMS000431,data_quality_hold,weak_identity_or_reservation_match;no_historical_comp_record;manager_review_model_flag;low_decision_confidence,Resolve source matching or missing reference action before comparing policies.,event_or_suite_guest,design_leisure,noise_disruption,2,43.18,0.381,990,4610,0.514,false,750,775,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,true,low,0.815,intelligent_generosity,smp-public-context-v1.0.0,0.58,0.95,low_reservation_match_confidence;no_review_or_survey;no_comp_record,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;manager_review_required
audit_00276,case_00276,TKT000276,PMS001305,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,room_assignment_expectation_gap,3,52.28,0.494,590,1120,0.731,true,805,770,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,severity_inferred;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00277,case_00277,TKT000277,PMS000925,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,room_readiness_delay,4,70.38,0.622,2910,5380,1.0,true,875,900,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery
audit_00278,case_00278,TKT000278,PMS000921,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,room_readiness_delay,1,39.94,0.407,1650,2970,0.0,false,620,600,0.92,sample_seed_public_rate_shape,,0,0,late_checkout,late checkout,75,15,6,34,75,15,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00279,case_00279,TKT000279,PMS000617,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,wellness_getaway,valet_or_parking_delay,2,43.63,0.337,5040,8360,0.692,false,795,720,0.92,sample_seed_public_rate_shape,parking_fee_waiver,70,13,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,15,2,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00280,case_00280,TKT000280,PMS001360,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,loyalty_guest,design_leisure,room_readiness_delay,4,73.41,0.622,5530,25800,1.0,true,900,865,0.92,sample_seed_public_rate_shape,late_checkout,70,14,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,110,58,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
